basket,k_ar_diff,slippage_bps,oos_windows,rank_ge_1_windows,cointegration_window_ratio,cumulative_return,sharpe,mdd,trades,avg_hold_hours,win_rate,avg_trade_return
KRW-BTC|KRW-ADA|KRW-DOT|KRW-TRX,8,0.0,39,8,0.20512820512820512,-0.04911440648523141,-1.1855865508528,-0.0999013296769754,12,60.1875,0.5833333333333334,-0.004022553190092963
KRW-BTC|KRW-ADA|KRW-DOT|KRW-TRX,8,5.0,39,8,0.20512820512820512,-0.06045684288012917,-1.4885297267685134,-0.10349453316036406,12,60.1875,0.5833333333333334,-0.005018032814134214
KRW-BTC|KRW-ADA|KRW-DOT|KRW-TRX,8,10.0,39,8,0.20512820512820512,-0.07166398343686331,-1.794890233103583,-0.10731243733864781,12,60.1875,0.5833333333333334,-0.006012517456125366
KRW-BTC|KRW-LINK|KRW-SOL|KRW-TRX,9,0.0,39,11,0.28205128205128205,-0.04976213781012914,-1.0770172959072577,-0.08824270374661447,14,66.89285714285714,0.5714285714285714,-0.0035040694856146234
KRW-BTC|KRW-LINK|KRW-SOL|KRW-TRX,9,5.0,39,11,0.28205128205128205,-0.06297277762897655,-1.4005387305814625,-0.09460271879766924,14,66.89285714285714,0.5714285714285714,-0.004500067334204896
KRW-BTC|KRW-LINK|KRW-SOL|KRW-TRX,9,10.0,39,11,0.28205128205128205,-0.07599975711248316,-1.731277347275515,-0.10251236901178729,14,66.89285714285714,0.5714285714285714,-0.005495069682779544
